key-flower,product-name,cultivar,thc-level,cbd-level,radiation,wholesaler,genetic,origin,lowest-offer
tilray thc25 spotlight porto: purps,tilray thc25 spotlight porto,purps,25.0,0.1,irradiated,Tilray,Hybrid,Portugal,0.0
alephsana silver 23/1: purple mac,alephsana silver 23/1,purple mac,23.0,0.1,non-irradiated,alephSana,Hybrid,Uruguay,0.0
pedanios 14/1: banana split,pedanios 14/1,banana split,14.0,0.1,irradiated,Aurora,Indica,Kanada,0.0
cannamedical hybrid forte ph: thc bomb,cannamedical hybrid forte ph,thc bomb,24.0,0.1,non-irradiated,Cannamedical,Hybrid,Kanada,0.0
cm 20/1 grp: grapefruit gift,cm 20/1 grp,grapefruit gift,18.6,0.1,non-irradiated,Cannamedical,Hybrid,Südafrika,0.0
grünhorn sck 25/1: scotti´s cake,grünhorn sck 25/1,scotti´s cake,23.1,0.1,no,Grünhorn,Hybrid Indica-dominant,,0.0
cm 24/1 pg: platinum grapes,cm 24/1 pg,platinum grapes,22.1,0.1,no,Cannamedical,Hybrid,Kanada,0.0
imc balanced 7/8 b01: blue dream,imc balanced 7/8 b01,blue dream,7.6,7.4,irradiated,IMC,Hybrid,Spanien,0.0
nimbus easy 24/1: french cookies,nimbus easy 24/1,french cookies,24.0,0.1,non-irradiated,Nimbus Health,Hybrid,Nordmazedonien,0.0
khiron 1/14: god bud,khiron 1/14,god bud,1.0,14.0,non-irradiated,Nimbus Health,Hybrid,Spanien,0.0
stratus indica thc20: wappa,stratus indica thc20,wappa,20.0,0.1,non-irradiated,Cantourage,Indica,Neuseeland,0.0
tilray thc25 indica no.2: master kush,tilray thc25 indica no.2,master kush,25.0,0.1,irradiated,Tilray,Indica,Portugal,0.0
420 natural 22/1 ca gg4: gorilla glue 4,420 natural 22/1 ca gg4,gorilla glue 4,20.7,0.2,no,420 Pharma,Hybrid Indica-dominant,Kanada,8.95
huala 25/1 uk cin: cinderella kush,huala 25/1 uk cin,cinderella kush,23.87,0.2,no,420 Pharma,Hybrid Indica-dominant,,0.0
tilray thc18 spotlight porto: galaxy walker og,tilray thc18 spotlight porto,galaxy walker og,18.0,0.1,irradiated,Tilray,Hybrid,Portugal,8.81
vasco gg: grape gasoline,vasco gg,grape gasoline,24.0,0.1,non-irradiated,Cantourage,Hybrid,Kanada,0.0
cm 28/1 koko: koko´s cookies,cm 28/1 koko,koko´s cookies,28.0,0.1,non-irradiated,Cannamedical,Hybrid,Kanada,0.0
cannamedical balanced light: california orange,cannamedical balanced light,california orange,6.0,6.0,non-irradiated,Cannamedical,Hybrid,Kanada,0.0
imc thc25 t04: strawberry og,imc thc25 t04,strawberry og,25.0,0.1,irradiated,IMC,Hybrid,Spanien,0.0
nice 25/1 ram: rainbow amnesia,nice 25/1 ram,rainbow amnesia,25.0,0.1,non-irradiated,cansativa,Sativa,Portugal,0.0
tilray hybrid thc strong: gorilla glue,tilray hybrid thc strong,gorilla glue,22.0,0.1,irradiated,Tilray,Hybrid,Uruguay,0.0
materia carbasi verde 20/1: alien dawg,materia carbasi verde 20/1,alien dawg,20.0,0.1,irradiated,Materia,Hybrid,Portugal,0.0
navcora thc18 spotlight porto: galaxy walker og,navcora thc18 spotlight porto,galaxy walker og,18.0,0.1,irradiated,Tilray,Hybrid,Portugal,0.0
demecan mc epic drop: hawaiian rain x permanent marker,demecan mc epic drop,hawaiian rain x permanent marker,31.9,0.3,no,Demecan,Hybrid Indica-dominant,Kanada,0.0
kejf. smnz 27/1: siggis minze,kejf. smnz 27/1,siggis minze,28.1,0.1,no,Medical CNBS,Indica,,0.0
breezy malaga green 25/1 n: lemon skunk,breezy malaga green 25/1 n,lemon skunk,25.0,0.1,non-irradiated,Little Green Pharma,Hybrid,Dänemark,0.0
imc thc20 t02: og kush,imc thc20 t02,og kush,20.0,0.1,irradiated,IMC,Indica,Spanien,0.0
tilray thc18 spotlight porto: black tuna,tilray thc18 spotlight porto,black tuna,18.0,0.1,irradiated,Tilray,Indica,Portugal,0.0
bava medical 21/1 pineapple ex: pineapple express,bava medical 21/1 pineapple ex,pineapple express,21.0,0.1,non-irradiated,Bava Medical,Hybrid,Tschechien,0.0
420 evolution 27/1 ca icc: ice cream cake kush mints,420 evolution 27/1 ca icc,ice cream cake kush mints,27.33,0.2,no,420 Pharma,Hybrid Indica-dominant,Kanada,9.89
420 evolution 30/1 ca mmi: miracle mints,420 evolution 30/1 ca mmi,miracle mints,30.3,1.0,no,420 Pharma,Hybrid Indica-dominant,Kanada,0.0
demecan mc epic drop: purple punch x jungle cake,demecan mc epic drop,purple punch x jungle cake,30.0,0.1,non-irradiated,Demecan,Hybrid,Kanada,0.0
cannamedical hybrid forte: lost cause,cannamedical hybrid forte,lost cause,24.0,0.1,irradiated,Cannamedical,Hybrid,Kanada,0.0
tilray thc18 spotlight porto: headband,tilray thc18 spotlight porto,headband,18.0,0.1,irradiated,Tilray,Sativa,Portugal,0.0
enua 25/1 qsg ca: queen san-g,enua 25/1 qsg ca,queen san-g,25.0,0.1,non-irradiated,enua,Hybrid,Kanada,0.0
bedrocan: afina,bedrocan,afina,19.9,0.1,gamma,Bedrocan,Sativa,Niederlande,6.69
bathera 25/1 fine cookies: fine ice cream x fresh biscotti,bathera 25/1 fine cookies,fine ice cream x fresh biscotti,25.2,1.0,no,IUVO Therapeutics,Indica,Portugal,0.0
iqanna no. 10: wappa,iqanna no. 10,wappa,23.0,0.1,non-irradiated,Cantourage,Hybrid,Portugal,0.0
herbasana la santa 24:1: passion soda,herbasana la santa 24:1,passion soda,24.0,0.1,non-irradiated,Herbasana,Hybrid,Columbien,0.0
together pharma iapetus: power plant,together pharma iapetus,power plant,15.4,0.1,non-irradiated,Cantourage,Sativa,Uganda,0.0
adrex 20/1 can: delahaze,adrex 20/1 can,delahaze,20.0,0.1,irradiated,Adrex,Sativa,Kanada,0.0
420 evolution 30/1 ca icc: ice cream cake kush mints,420 evolution 30/1 ca icc,ice cream cake kush mints,31.82,0.4,no,420 Pharma,Indica,Kanada,0.0
demecan craft fcf 28:01: first class funk,demecan craft fcf 28:01,first class funk,28.0,0.1,non-irradiated,Demecan,Hybrid,Kanada,18.09
demecan 24:01 cresina: creamy kee's,demecan 24:01 cresina,creamy kee's,24.0,0.1,non-irradiated,Demecan,Hybrid,Südafrika,0.0
cannovum natura 25/1 vivid: strawberry og,cannovum natura 25/1 vivid,strawberry og,25.0,0.1,irradiated,Cannovum,Hybrid,Spanien,0.0
bava medical 21/1 gelato pie: gelato pie,bava medical 21/1 gelato pie,gelato pie,21.0,0.1,non-irradiated,Bava Medical,Hybrid,Tschechien,0.0
drapalin 27/1: pink gas,drapalin 27/1,pink gas,26.9,1.0,no,Drapalin,Hybrid Indica-dominant,Tschechien,0.0
drapalin 20/1: pop,drapalin 20/1,pop,20.3,1.0,no,Drapalin,Hybrid Sativa-dominant,Tschechien,0.0
khiron g 23/1: gelato 42,khiron g 23/1,gelato 42,23.0,0.1,non-irradiated,Pharmadrug,Hybrid,Portugal,11.26
pharmcann silver thc22: la sage,pharmcann silver thc22,la sage,22.0,0.1,non-irradiated,Pharmcann Deutschland AG,Hybrid,Nordmazedonien,0.0
demecan 22:01 calama: sour kush,demecan 22:01 calama,sour kush,22.0,0.1,non-irradiated,Demecan,Hybrid,Kanada,0.0
khiron gk 24/1: green knight,khiron gk 24/1,green knight,24.0,0.1,non-irradiated,Pharmadrug,Hybrid,Jersey,0.0
avaay simple 20/1 tng: tangie,avaay simple 20/1 tng,tangie,20.0,1.0,no,avaay,Sativa,Portugal,0.0
soma og 30/1 fg: ghost og,soma og 30/1 fg,ghost og,31.5,0.14,no,SOMAÍ,Hybrid,,0.0
tilray thc22 spotlight porto: island sweet skunk,tilray thc22 spotlight porto,island sweet skunk,22.0,0.1,irradiated,Tilray,Sativa,Portugal,0.0
420 natural 22/1 ca zrp: zour apple,420 natural 22/1 ca zrp,zour apple,22.0,1.0,non-irradiated,Four 20 Pharma,Hybrid,Kanada,0.0
tilray thc15 spotlight porto: blue dream,tilray thc15 spotlight porto,blue dream,15.0,0.1,irradiated,Tilray,Hybrid,Portugal,0.0
tilray thc25 spotlight vancouver: rockstar,tilray thc25 spotlight vancouver,rockstar,25.0,0.1,non-irradiated,Tilray,Indica,Kanada,0.0
demecan mc epic drop: lava cake,demecan mc epic drop,lava cake,29.3,0.3,,Demecan,Indica,,0.0
tilray thc 15 spotlight porto: sirius,tilray thc 15 spotlight porto,sirius,14.1,0.1,e-beam,Tilray,Indica,,0.0
imc cannabisblüten thc 17 t01: hindu kush,imc cannabisblüten thc 17 t01,hindu kush,17.2,0.1,e-beam,IMC,Indica,,0.0
tilray thc22 sativa no.1: headband,tilray thc22 sativa no.1,headband,22.0,0.1,irradiated,Tilray,Sativa,Kanada,0.0
avaay 18/1 bbh: blueberry haze,avaay 18/1 bbh,blueberry haze,18.0,0.1,non-irradiated,Vayamed,Hybrid,Südafrika,0.0
cnbs ffc 21/1: frosted fruit cake,cnbs ffc 21/1,frosted fruit cake,21.0,0.1,non-irradiated,CNBS Pharma GmbH,Indica,Kanada,0.0
canopy akh 22: afghan kush,canopy akh 22,afghan kush,22.0,0.1,irradiated,Canopy Medical,Indica,Kanada,0.0
imc cannabisblüten thc 20 t01: hindu kush,imc cannabisblüten thc 20 t01,hindu kush,19.6,0.2,e-beam,IMC,Indica,,9.19
remexian 24/1 myw: mystic wonder,remexian 24/1 myw,mystic wonder,23.8,0.08,no,Remexian,Indica,Portugal,0.0
remexian 28/1: godfather og x,remexian 28/1,godfather og x,28.6,0.05,e-beam,Remexian,Hybrid Indica-dominant,bestrahlt,0.0
cm 24/1 og kush: og kush,cm 24/1 og kush,og kush,23.4,0.1,irradiated,Cannamedical,Hybrid,Spanien,6.69
mediprocan lunaris 23/1: lava cake,mediprocan lunaris 23/1,lava cake,23.0,0.1,non-irradiated,mediproCan Pharma,Indica,Portugal,9.5
enua 27/1 bdo ca: black dolato,enua 27/1 bdo ca,black dolato,27.0,0.1,non-irradiated,enua,Hybrid,Kanada,0.0
re:cannis 19/1 sativa: alaska,re:cannis 19/1 sativa,alaska,19.0,1.0,non-irradiated,Fette Pharma GmbH,Sativa,Lesotho,0.0
tilray thc22 spotlight vancouver: pink kush,tilray thc22 spotlight vancouver,pink kush,22.0,0.1,irradiated,Tilray,Hybrid,Kanada,0.0
grünhorn bc 24/1 a&g: apples and gas,grünhorn bc 24/1 a&g,apples and gas,23.6,0.1,no,Grünhorn,Hybrid Sativa-dominant,,0.0
avaay 20/1 ck: critical kush,avaay 20/1 ck,critical kush,19.9,0.1,no,avaay,Hybrid Indica-dominant,Südafrika,0.0
pedanios 31/1 cmk-ca: chemango kush,pedanios 31/1 cmk-ca,chemango kush,28.5,0.1,e-beam,Aurora,Indica,,0.0
remexian 16/1: nordle,remexian 16/1,nordle,16.5,0.1,e-beam,Remexian,Hybrid,,0.0
alpinolin 20/1: french cookies,alpinolin 20/1,french cookies,20.0,0.1,non-irradiated,Swiss Alpino Pharma,Hybrid,Nordmazedonien,0.0
lot 420 ata: atomic apple,lot 420 ata,atomic apple,25.0,0.1,non-irradiated,Cantourage,Hybrid,Kanada,0.0
peace naturals 27/1 cb: cocoa bomba,peace naturals 27/1 cb,cocoa bomba,27.0,0.1,non-irradiated,Peace Naturals,Hybrid,Kanada,0.0
cannamedical hybrid light nm: casey jones,cannamedical hybrid light nm,casey jones,17.4,0.1,no,Cannamedical,Hybrid,Nordmazedonien,0.0
remexian 16/1: amnesia lemon,remexian 16/1,amnesia lemon,17.4,0.2,no,Remexian,Hybrid Sativa-dominant,,0.0
bedrobinol: ludina,bedrobinol,ludina,14.5,0.1,irradiated,Bedrocan,Sativa,Niederlande,0.0
wellford 23/1 cop: critical orange punch,wellford 23/1 cop,critical orange punch,23.0,1.0,non-irradiated,Therismos,Hybrid,unbestrahlt,0.0
dascoli gg4 19/1: gorilla glue 4,dascoli gg4 19/1,gorilla glue 4,19.0,0.1,non-irradiated,NOC Pharma,Hybrid,Kanada,0.0
green karat mg 31/1: modified gas,green karat mg 31/1,modified gas,31.0,0.1,non-irradiated,Cantourage,Hybrid,Kanada,0.0
imc thc25 t03: gorilla glue,imc thc25 t03,gorilla glue,25.0,0.1,non-irradiated,IMC,Indica,Kanada,0.0
cannamedical indica classic zaf: black cherry punch,cannamedical indica classic zaf,black cherry punch,20.4,0.1,no,Cannamedical,Indica,Südafrika,5.29
420 natural 20/1 ca gg: gorilla glue 4,420 natural 20/1 ca gg,gorilla glue 4,18.25,0.1,no,420 Pharma,Hybrid Indica-dominant,,0.0
navcora thc22 spotlight montevideo: gorilla glue,navcora thc22 spotlight montevideo,gorilla glue,22.0,0.1,irradiated,Navcora,Hybrid,Uruguay,0.0
mediprocan smaragd 22/1: la sage,mediprocan smaragd 22/1,la sage,22.0,0.1,non-irradiated,mediproCan Pharma,Hybrid,Nordmazedonien,0.0
25/1 amici cp: cherry pie,25/1 amici cp,cherry pie,25.0,0.1,non-irradiated,cansativa,Indica,Portugal,0.0
curaleaf natural 22/1 pt wpt: wedding pop triangle,curaleaf natural 22/1 pt wpt,wedding pop triangle,22.62,0.2,no,Adven,Sativa,Portugal,0.0
peace naturals 31/1 gc: gmo cookies,peace naturals 31/1 gc,gmo cookies,31.7,0.1,no,Cansativa,Indica,Kanada,0.0
bathera 25/1 garlic funk: gmo x first class funk,bathera 25/1 garlic funk,gmo x first class funk,23.4,0.1,no,Bathera,Hybrid Indica-dominant,,0.0
tilray thc 18 spotlight porto: master kush,tilray thc 18 spotlight porto,master kush,18.1,1.0,e-beam,Tilray,Indica,,0.0
enua 27/1 zs ca: zurple syrup,enua 27/1 zs ca,zurple syrup,27.0,0.1,non-irradiated,enua,Hybrid,Kanada,8.95
tilray indica thc strong: purple dog bud,tilray indica thc strong,purple dog bud,22.0,0.1,irradiated,Tilray,Indica,Uruguay,0.0
enua 25/1 ggz ca: gogurtz,enua 25/1 ggz ca,gogurtz,25.0,0.1,non-irradiated,enua,Hybrid,Kanada,0.0
cannamedical hybrid classic pt: headband,cannamedical hybrid classic pt,headband,22.0,0.1,non-irradiated,Cannamedical,Hybrid,Portugal,0.0
ostara nova: bubblegum biscotti x grape gasoline,ostara nova,bubblegum biscotti x grape gasoline,30.0,0.1,non-irradiated,Cantourage,Hybrid,Kanada,0.0
demecan core cros: crossbow,demecan core cros,crossbow,25.9,0.3,no,Demecan,Indica,,0.0
cannabistada ved 27: ventura dawg,cannabistada ved 27,ventura dawg,27.0,1.0,no,Stada,Hybrid,,0.0
demecan core moonbow-112 23:01: moonbow 112 ix,demecan core moonbow-112 23:01,moonbow 112 ix,22.0,0.3,,Demecan,Hybrid Indica-dominant,,0.0
cannamedical hybrid forte: gorilla mints,cannamedical hybrid forte,gorilla mints,24.0,0.1,irradiated,Cannamedical,Hybrid,Kanada,0.0
imc thc20 t03: gorilla glue,imc thc20 t03,gorilla glue,20.0,0.1,irradiated,IMC,Indica,Kanada,0.0
mc strong drop: sky pie,mc strong drop,sky pie,27.0,0.1,non-irradiated,Demecan,Hybrid,Kanada,0.0
mac 3+: ice & sugar,mac 3+,ice & sugar,25.0,0.1,non-irradiated,Cantourage,Hybrid,Kanada,0.0
imc cbd 14 c01: god bud,imc cbd 14 c01,god bud,0.7,14.5,e-beam,IMC,Hybrid,,0.0
cnbs vv 30/1: varnish vapor,cnbs vv 30/1,varnish vapor,31.2,0.1,no,Medical CNBS,Indica,,0.0
demecan craft sky 25:01: sky pie,demecan craft sky 25:01,sky pie,23.6,0.1,no,Demecan,Hybrid Indica-dominant,,0.0
enua 27/1 cck ca: cold creek kush,enua 27/1 cck ca,cold creek kush,27.0,0.1,irradiated,enua,Hybrid,Kanada,11.42
cannamedical sativa forte ma: strawberry ice,cannamedical sativa forte ma,strawberry ice,24.0,0.1,irradiated,Cannamedical,Sativa,Kanada,0.0
remexian 27/1 t8c icc: ice cream cake,remexian 27/1 t8c icc,ice cream cake,27.0,0.1,non-irradiated,remexian pharma,Hybrid,Kanada,0.0
tilray thc22 indica no.1: master kush,tilray thc22 indica no.1,master kush,22.0,0.1,irradiated,Tilray,Indica,Kanada,0.0
bathera 28/1: velvet glove,bathera 28/1,velvet glove,28.4,0.08,no,Bathera,Hybrid Sativa-dominant,,0.0
demecan core saxonia 28:01: wedding cake x jet fuel gelato,demecan core saxonia 28:01,wedding cake x jet fuel gelato,27.3,0.3,no,Demecan,Hybrid Indica-dominant,,0.0
avaay 30/1 mim: midnight mimosa,avaay 30/1 mim,midnight mimosa,30.6,1.0,no,avaay,Hybrid Indica-dominant,,0.0
cannamedical hybrid classic: mac1,cannamedical hybrid classic,mac1,18.7,0.1,irradiated,Cannamedical,Hybrid,Kanada,9.28
blkmkt rbp thc 27 rainbow pie: rainbow pie,blkmkt rbp thc 27 rainbow pie,rainbow pie,27.0,0.1,non-irradiated,adjupharm,Hybrid,Kanada,0.0
alephsana air 13/1: sour tangie,alephsana air 13/1,sour tangie,13.0,1.0,non-irradiated,alephSana,Hybrid,Portugal,0.0
rua kia kaha 26/1: og kush x wedding cake,rua kia kaha 26/1,og kush x wedding cake,26.0,0.1,non-irradiated,Nimbus Health,Indica,Australien,0.0
cannamedical hybrid forte: headband,cannamedical hybrid forte,headband,24.0,0.1,non-irradiated,Cannamedical,Hybrid,Kanada,0.0
tilray thc25 sativa no.4: island sweet skunk,tilray thc25 sativa no.4,island sweet skunk,25.0,0.1,irradiated,Tilray,Sativa,Portugal,12.14
cannamedical hybrid light ury: white gorilla,cannamedical hybrid light ury,white gorilla,17.0,0.1,non-irradiated,Cannamedical,Hybrid,Uruguay,0.0
cm 16/1: daves kush,cm 16/1,daves kush,16.0,1.0,non-irradiated,Cannamedical,Indica,Spanien,0.0
cannabis flos 22/1 pt ku.iss: island sweet skunk,cannabis flos 22/1 pt ku.iss,island sweet skunk,22.0,1.0,irradiated,Canify,Sativa,Portugal,0.0
tilray thc18 spotlight vancouver: jack herer,tilray thc18 spotlight vancouver,jack herer,18.0,0.1,irradiated,Tilray,Sativa,Kanada,0.0
beacon i-hybrid thc 22: wappa,beacon i-hybrid thc 22,wappa,24.0,0.1,irradiated,Natural Pharma,Hybrid,Kanada,0.0
420 sungrown 25/1 ca lly: legendary larry,420 sungrown 25/1 ca lly,legendary larry,24.7,0.4,no,420 Pharma,Hybrid Indica-dominant,,0.0
remexian 30/1 stg: strawberry grail,remexian 30/1 stg,strawberry grail,31.2,0.1,no,Remexian,Hybrid Indica-dominant,,0.0
avaay 22/1 pnk: pineapple nuken,avaay 22/1 pnk,pineapple nuken,20.8,0.1,no,avaay,Hybrid Sativa-dominant,,0.0
avaay 34/1 mim: midnight mimosa,avaay 34/1 mim,midnight mimosa,32.9,0.1,no,avaay,Hybrid Indica-dominant,,0.0
beacon pk t24: pink kush,beacon pk t24,pink kush,24.7,0.1,no,Cansativa,Indica,,0.0
22/1 amici bh: blueberry headband,22/1 amici bh,blueberry headband,22.0,0.1,non-irradiated,cansativa,Hybrid,Portugal,11.71
cannamedical indica forte bc: tangerine boost,cannamedical indica forte bc,tangerine boost,23.0,0.1,non-irradiated,Cannamedical,Indica,Südafrika,7.99
avaay 28/1 ahc: amnesia haze cake,avaay 28/1 ahc,amnesia haze cake,27.9,0.1,no,avaay,Hybrid Sativa-dominant,Kanada,0.0
craft titanimal 23:01: titanimal,craft titanimal 23:01,titanimal,23.0,0.1,non-irradiated,Demecan,Hybrid,Kanada,0.0
organic mc 25:01: cherry mints,organic mc 25:01,cherry mints,25.0,0.1,non-irradiated,Demecan,Sativa,Kanada,0.0
adrex 22/1 wm col: octagon kush,adrex 22/1 wm col,octagon kush,22.0,0.1,non-irradiated,Adrex,Sativa,Kolumbien,0.0
remexian 25/1 flc: frosted lemon cake,remexian 25/1 flc,frosted lemon cake,25.6,0.1,e-beam,Remexian,Hybrid Indica-dominant,Dänemark,0.0
cannamedical sativa classic nm: amsterdam amnesia,cannamedical sativa classic nm,amsterdam amnesia,20.4,0.1,no,Cannamedical,Sativa,Nordmazedonien,0.0
cannamedical sativa forte nm: candyland,cannamedical sativa forte nm,candyland,24.8,0.1,no,Cannamedical,Sativa,Nordmazedonien,0.0
tilray thc22 spotlight porto: frosted cherry cookies,tilray thc22 spotlight porto,frosted cherry cookies,22.0,0.1,irradiated,Tilray,Indica,Portugal,0.0
canopy kmi 28: kush mint,canopy kmi 28,kush mint,28.0,0.1,irradiated,Canopy Medical,Indica,Kanada,0.0
demecan 18:01 florestura: amnesia haze,demecan 18:01 florestura,amnesia haze,18.0,0.1,non-irradiated,Demecan,Sativa,Australien,0.0
nice 27/1 cb: cocoa bomba,nice 27/1 cb,cocoa bomba,27.0,1.0,non-irradiated,cansativa,Hybrid,Kanada,0.0
imc rwt thc27 white rhino: white rhino,imc rwt thc27 white rhino,white rhino,27.0,0.1,non-irradiated,IMC,Hybrid,Kanada,0.0
cnbs gelo 22/1: gelonade,cnbs gelo 22/1,gelonade,22.6,0.1,no,Medical CNBS,Indica,,0.0
avaay khalifa 28/1 km: khalifa mints,avaay khalifa 28/1 km,khalifa mints,28.0,0.1,no,avaay,Hybrid Sativa-dominant,,0.0
big dreams 21/1 psf: t20,big dreams 21/1 psf,t20,22.9,0.2,no,Remexian,Hybrid,,0.0
enua 22/1 ba ca: busy animal,enua 22/1 ba ca,busy animal,22.0,1.0,non-irradiated,enua,Hybrid,Kanada,7.85
sibanax hybrid mcf 28/1: mac fem,sibanax hybrid mcf 28/1,mac fem,28.0,1.0,irradiated,Heyday,Hybrid,Portugal,7.95
avaay 24/1 ahc: amnesia haze cake,avaay 24/1 ahc,amnesia haze cake,25.2,0.1,no,avaay,Hybrid Sativa-dominant,,0.0
22/1 md cookies: medellin,22/1 md cookies,medellin,22.9,0.1,no,Cansativa,Indica,,0.0
30/1 therismos qsg: queen sangria,30/1 therismos qsg,queen sangria,30.0,1.0,non-irradiated,Therismos,Hybrid,Kanada,0.0
imc thc17 t01: hindu kush,imc thc17 t01,hindu kush,15.8,0.1,e-beam,IMC,Indica,Spanien,0.0
tilray thc18 spotlight porto: jack herer,tilray thc18 spotlight porto,jack herer,18.0,0.1,irradiated,Tilray,Sativa,Portugal,0.0
420 natural 16/1 ca trp: tropicana cookies,420 natural 16/1 ca trp,tropicana cookies,16.0,0.1,non-irradiated,Four 20 Pharma,Hybrid,Kanada,0.0
madrecan 21/1 mac: mac 2.0,madrecan 21/1 mac,mac 2.0,21.0,0.1,irradiated,remexian pharma,Hybrid,Portugal,0.0
enua 20/1 jfg ca: jet fuel gelato,enua 20/1 jfg ca,jet fuel gelato,20.0,1.0,irradiated,enua,Hybrid,Kanada,0.0
botanics golden ace 20/1: orange panties,botanics golden ace 20/1,orange panties,18.3,1.0,no,Nimbus,Hybrid,Tschechien,0.0
imc thc20 t01: hindu kush,imc thc20 t01,hindu kush,18.8,0.2,e-beam,IMC,Indica,Spanien,0.0
green karat pv pt: pavé s1,green karat pv pt,pavé s1,28.9,0.1,no,Cantourage,Hybrid,,0.0
remexian 27/1 qui fac: facade,remexian 27/1 qui fac,facade,27.0,0.1,non-irradiated,remexian pharma,Hybrid,Kanada,10.23
cannamedical balanced forte: mango haze,cannamedical balanced forte,mango haze,7.6,12.5,no,Cannamedical,Hybrid,Kanada,9.99
pedanios 27/1 frg-ca: farm gas,pedanios 27/1 frg-ca,farm gas,27.0,1.0,irradiated,Aurora,Hybrid,Kanada,9.95
pedanios 26/1 ehd-ca: electric honeydew,pedanios 26/1 ehd-ca,electric honeydew,26.8,0.1,e-beam,Aurora,Sativa,Kanada,6.95
bathera 25/1: fine cookies,bathera 25/1,fine cookies,25.2,1.0,no,IUVO Therapeutics,Indica,Portugal,0.0
demecan core pulse: zativa,demecan core pulse,zativa,26.1,0.3,no,Demecan,Hybrid Sativa-dominant,,0.0
avaay signature 25/1 hyp: hyperion,avaay signature 25/1 hyp,hyperion,25.2,1.0,no,avaay,Hybrid Indica-dominant,,0.0
grünhorn bc 33/1 tck: tiger cake,grünhorn bc 33/1 tck,tiger cake,33.5,0.1,no,Grünhorn,Indica,,0.0
cannamedical sativa classic nm: wedding tree,cannamedical sativa classic nm,wedding tree,21.0,0.1,no,Cannamedical,Sativa,,0.0
demecan mc regular drop: glitter pop bomb,demecan mc regular drop,glitter pop bomb,26.0,0.3,no,Demecan,Hybrid Indica-dominant,Kanada,0.0
420 compound 30/1 ca gap: gastro pop,420 compound 30/1 ca gap,gastro pop,29.91,0.4,no,420 Pharma,Hybrid Indica-dominant,Kanada,0.0
remexian 30/1 hma cdc: chem de la chem,remexian 30/1 hma cdc,chem de la chem,,,,,,Kanada,0.0
pedanios 16/1 tng-ca: tangerine dream,pedanios 16/1 tng-ca,tangerine dream,14.5,0.1,e-beam,Aurora,Sativa,,0.0
kejf. smnz 25/1: siggis minze,kejf. smnz 25/1,siggis minze,27.4,0.1,no,Medical CNBS,Indica,Kanada,0.0
remexian 30/1 juc: jungl´ cake,remexian 30/1 juc,jungl´ cake,31.1,0.1,no,Remexian,Hybrid,Kanada,0.0
avaay 27/1 scg: super citra g.,avaay 27/1 scg,super citra g.,27.0,0.1,no,avaay,Hybrid Sativa-dominant,Kanada,0.0
drapalin 21/1: jack herer,drapalin 21/1,jack herer,20.4,1.0,no,Drapalin,Hybrid Sativa-dominant,,0.0
pedanios 27/1 pnd-ca: pink diesel,pedanios 27/1 pnd-ca,pink diesel,28.5,0.1,e-beam,Aurora,Indica,Kanada,0.0
kejf. spz 25/1: spritzer,kejf. spz 25/1,spritzer,24.4,0.1,no,Medical CNBS,Indica,,0.0
drapalin 1/17: maluti cbd,drapalin 1/17,maluti cbd,0.8,15.5,no,Drapalin,Hybrid Indica-dominant,,0.0
cm 30/1 koko: koko´s cookies,cm 30/1 koko,koko´s cookies,31.1,0.1,no,Cannamedical,Hybrid Indica-dominant,,0.0
cannabis flos 20/1 uy ku.: gorilla glue,cannabis flos 20/1 uy ku.,gorilla glue,20.0,1.0,non-irradiated,Canify,Hybrid,Uruguay,0.0
cannabis flos 22/1 pt ku.: sirius,cannabis flos 22/1 pt ku.,sirius,22.0,1.0,irradiated,Canify,Indica,Portugal,0.0
adrex 17/1 can sb: shishkaberry,adrex 17/1 can sb,shishkaberry,17.0,0.1,irradiated,Adrex,Hybrid,Kanada,0.0
22/1 n!ce js: jack skunkset,22/1 n!ce js,jack skunkset,22.0,0.1,non-irradiated,cansativa,Hybrid,Kolumbien,0.0
enua 21/1 sg ca: sherbert glue,enua 21/1 sg ca,sherbert glue,21.0,0.1,irradiated,enua,Hybrid,Kanada,0.0
22/1 vayamed: ghost train haze,22/1 vayamed,ghost train haze,22.0,0.1,irradiated,Vayamed,Sativa,Dänemark,0.0
cannamedical indica ultra sf: rainmaker,cannamedical indica ultra sf,rainmaker,27.0,0.1,non-irradiated,Cannamedical,Hybrid,Kanada,0.0
re:cannis 1/17 cbd: g40,re:cannis 1/17 cbd,g40,1.0,17.0,non-irradiated,Fette Pharma GmbH,Hybrid,Lesotho,0.0
tilray thc 22 spotlight vancouver prp: purps,tilray thc 22 spotlight vancouver prp,purps,22.0,1.0,irradiated,Tilray,Hybrid,Kanada,0.0
cm 20/1: dave's kush,cm 20/1,dave's kush,20.0,0.1,non-irradiated,Cannamedical,Hybrid,Spanien,0.0
cannamedical indica light ury: dawg bud fusion,cannamedical indica light ury,dawg bud fusion,16.0,0.1,non-irradiated,Cannamedical,Indica,Uruguay,0.0
aphria strong 9: bienville (jean guy),aphria strong 9,bienville (jean guy),20.0,0.1,irradiated,Aphria,Sativa,Kanada,0.0
weeco 20/1: frosted lemon angel,weeco 20/1,frosted lemon angel,20.0,0.1,irradiated,Weeco Pharma,Hybrid,Dänemark,8.45
